t,monthly_max,t_monthly_max,PMM
0.07012750455373407,1.4200001,1993-01-25 16:00:00,3.8
0.0999544626593807,1.7340001,1993-02-05 14:00:00,2.59
0.19171220400728597,1.4840001,1993-03-11 04:00:00,0.53
0.2709471766848816,1.6550001,1993-04-09 04:00:00,-0.875
0.3473360655737705,1.71,1993-05-07 03:00:00,-0.25
0.42645719489981787,1.664,1993-06-05 02:00:00,1.085
0.5085382513661202,1.667,1993-07-05 03:00:00,1.96
0.6257969034608378,1.6,1993-08-17 01:00:00,1.91
0.7050318761384335,1.5760001,1993-09-15 01:00:00,2.0949999999999998
0.7913251366120219,1.6370001,1993-10-16 15:00:00,3.125
0.8677140255009107,1.5510001,1993-11-13 14:00:00,3.21
0.9525273224043715,1.667,1993-12-14 15:00:00,3.005
1.0753642987249545,1.603,1994-01-27 14:00:00,3.09
1.1080373406193078,1.536,1994-02-08 13:00:00,3.4299999999999997
1.2308743169398908,1.503,1994-03-25 12:00:00,4.17
1.3200136612021858,1.5480001,1994-04-27 03:00:00,3.29
1.4020947176684881,1.567,1994-05-27 04:00:00,2.0549999999999997
1.4727914389799635,1.567,1994-06-22 01:00:00,3.72
1.5576047358834244,1.6700001,1994-07-23 02:00:00,5.390000000000001
1.6311475409836067,1.5940001,1994-08-19 00:00:00,4.62
1.674863387978142,1.475,1994-09-04 00:00:00,3.165
1.7611566484517303,1.5610001,1994-10-05 14:00:00,0.78
1.8431238615664844,1.5450001,1994-11-04 14:00:00,-2.485
1.92235883424408,1.6400001,1994-12-03 14:00:00,-3.5199999999999996
2.08356102003643,1.5760001,1995-01-30 14:00:00,-1.665
2.1216985428051003,1.5000001,1995-02-13 13:00:00,2.295
2.165528233151184,1.4510001,1995-03-01 14:00:00,4.1850000000000005
2.2898451730418943,1.6120001,1995-04-16 02:00:00,4.13
2.36908014571949,1.6150001,1995-05-15 02:00:00,3.825
2.4511612021857925,1.6730001,1995-06-14 03:00:00,2.295
2.5275500910746813,1.6890001,1995-07-12 02:00:00,2.16
2.60393897996357,1.5640001,1995-08-09 01:00:00,2.79
2.6830601092896176,1.5910001,1995-09-07 00:00:00,2.6399999999999997
2.8186475409836067,1.5510001,1995-10-26 15:00:00,2.435
2.8951502732240435,1.71,1995-11-23 15:00:00,3.47
2.9714253187613844,1.6150001,1995-12-21 13:00:00,3.6
3.0535063752276868,1.6750001,1996-01-19 14:00:00,2.99
3.132627504553734,1.5970001,1996-02-17 13:00:00,2.6799999999999997
3.1764571948998177,1.5200001,1996-03-04 14:00:00,2.5149999999999997
3.303620218579235,1.478,1996-04-20 03:00:00,3.26
3.344603825136612,1.5460001,1996-05-05 03:00:00,3.395
3.49738160291439,1.6750001,1996-06-30 01:00:00,1.68
3.579462659380692,1.6960001,1996-07-30 02:00:00,0.8899999999999999
3.5850409836065573,1.6240001,1996-08-01 03:00:00,1.69
3.7321265938069215,1.6060001,1996-09-23 23:00:00,2.2649999999999997
3.8241120218579234,1.677,1996-10-27 15:00:00,3.0149999999999997
3.870673952641166,1.7080001,1996-11-13 16:00:00,3.5
3.9824681238615662,1.715,1996-12-24 14:00:00,4.51
4.026183970856102,1.6250001,1997-01-09 14:00:00,4.5200000000000005
4.105418943533698,1.6090001,1997-02-07 14:00:00,2.7800000000000002
