t,monthly_max,t_monthly_max,PMM
24.927937158469945,1.519,2017-12-05 15:00:00,7.18
25.08344717668488,1.562,2018-01-30 13:00:00,6.77
25.089025500910747,1.5200001,2018-02-01 14:00:00,5.91
25.165528233151186,1.3770001,2018-03-01 14:00:00,6.03
25.328096539162114,1.3700001,2018-04-30 02:00:00,6.055
25.374658469945356,1.3720001,2018-05-17 03:00:00,4.15
25.451047358834245,1.5100001,2018-06-14 02:00:00,2.835
25.530282331511838,1.5460001,2018-07-13 02:00:00,3.685
25.609517304189435,1.5560001,2018-08-11 02:00:00,4.99
25.683060109289617,1.521,2018-09-07 00:00:00,4.13
25.818647540983605,1.4890001,2018-10-26 15:00:00,2.945
25.90072859744991,1.447,2018-11-25 16:00:00,2.285
25.97427140255009,1.506,2018-12-22 14:00:00,1.365
26.058970856102004,1.511,2019-01-21 14:00:00,1.2650000000000001
26.091757741347905,1.4020001,2019-02-02 14:00:00,1.355
26.208902550091075,1.3310001,2019-03-17 11:00:00,1.6099999999999999
26.30931238615665,1.314,2019-04-23 05:00:00,2.535
26.385701275045538,1.3840001,2019-05-21 04:00:00,3.08
26.45924408014572,1.511,2019-06-17 02:00:00,3.4050000000000002
26.502959927140257,1.5450001,2019-07-03 02:00:00,4.45
26.65858378870674,1.593,2019-08-29 01:00:00,5.545
26.737704918032787,1.554,2019-09-27 00:00:00,5.57
26.82969034608379,1.4580001,2019-10-30 16:00:00,5.23
26.906079234972676,1.5130001,2019-11-27 15:00:00,5.645
26.982468123861565,1.623,2019-12-25 14:00:00,4.615
27.034494535519126,1.6150001,2020-01-12 15:00:00,1.79
27.108151183970858,1.4480001,2020-02-08 14:00:00,-0.030000000000000027
27.19011839708561,1.348,2020-03-09 14:00:00,-0.79
27.279143897996356,1.3900001,2020-04-11 04:00:00,-0.30500000000000005
27.355532786885245,1.4900001,2020-05-09 03:00:00,0.99
27.432035519125684,1.598,2020-06-06 03:00:00,1.755
27.51115664845173,1.5380001,2020-07-05 02:00:00,2.14
27.58754553734062,1.4330001,2020-08-02 01:00:00,3.285
27.707650273224044,1.4950001,2020-09-15 00:00:00,4.54
27.802367941712205,1.6190001,2020-10-19 16:00:00,4.925000000000001
27.87875683060109,1.595,2020-11-16 15:00:00,3.745
27.957991803278688,1.6470001,2020-12-15 15:00:00,0.685
28.03153460837887,1.6150001,2021-01-11 13:00:00,-1.8650000000000002
28.10792349726776,1.4660001,2021-02-08 12:00:00,-3.165
28.190004553734063,1.4380001,2021-03-10 13:00:00,-2.455
28.32559198542805,1.417,2021-04-29 04:00:00,-1.665
28.40198087431694,1.4690001,2021-05-27 03:00:00,-2.355
28.481102003642988,1.559,2021-06-25 02:00:00,-1.99
28.56033697632058,1.5320001,2021-07-24 02:00:00,-0.86
28.63672586520947,1.5610001,2021-08-21 01:00:00,0.10500000000000004
28.680441712204008,1.4580001,2021-09-06 01:00:00,0.23500000000000004
28.772313296903462,1.4230001,2021-10-09 16:00:00,-0.065
28.848702185792348,1.4990001,2021-11-06 15:00:00,1.2449999999999999
28.927937158469945,1.6420001,2021-12-05 15:00:00,3.5
29.007058287795992,1.554,2022-01-02 14:00:00,4.205
29.089139344262296,1.48,2022-02-01 15:00:00,2.31
29.165414389799636,1.4440001,2022-03-01 13:00:00,0.43000000000000005
